kw1	kw2	inv_edge_weight	pg	iteration	R1C1	edge_weight	crit_p
adrenal gland diseases/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	neoplasms/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
adrenal gland diseases/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	hepatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	pericarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	pneumonia/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
adrenal gland diseases/diagnostic imaging	thyroiditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
neoplasms/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	thyroiditis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	hepatitis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	pericarditis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
neoplasms/diagnostic imaging	pneumonia/diagnostic imaging	0.8301902991225216	2.0064608308167923e-08	0	1	0.021505376344086	1.367259737570871e-07
pericarditis/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	hepatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	thyroiditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pericarditis/diagnostic imaging	pneumonia/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	hepatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pneumonia/diagnostic imaging	thyroiditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	hepatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
thyroiditis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
encephalitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
encephalitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
sarcoidosis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
