KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"abdominal pain/chemically induced"	"MESH"	0.010752688172043	1	246.416666666667	0.386656510620683	1.01885820526487	0.304436755094195	-9.48468833585284	245	1
"ACAD8"	"GENE"	0.021505376344086	2	756.055555555556	0.350921103945195	1.86790670965226	0.479415609381007	6.5449753851807	80	2
"adenocarcinoma of lung/drug therapy"	"MESH"	0.010752688172043	1	0	0.305991562970493	0.509429102632434	0.0802306805074971	0.728045376685785	104	3
"adrenal cortex hormones/pharmacology"	"MESH"	0.0106382978723404	1	0	0.382949954318277	0.180753594022051	0.0187773933102653	-8.39360341512398	208	-1
"adrenal cortex hormones/therapeutic use"	"MESH"	0.032258064516129	3	5319.64285714286	0.474352856376741	4.00980142635133	0.949665513264129	-8.77940612448914	232	4
"adrenal gland diseases/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	7	5
"adrenal insufficiency/chemically induced"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	46	6
"AHR"	"GENE"	0.010752688172043	1	1639.77083333333	0.422675718480947	0.679238803509912	0.217762399077278	-6.36484392147407	176	2
"angiogenesis inhibitors/therapeutic use"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	41	6
"anti-bacterial agents"	"MESH"	0.0106382978723404	1	0	0.382949954318277	0.180753594022051	0.0187773933102653	-8.39360341512398	210	-1
"anti-bacterial agents/adverse effects"	"MESH"	0.010752688172043	1	0	0.38278646728916	0.679238803509912	0.10242214532872	-8.85668561144005	234	1
"anti-bacterial agents/pharmacology"	"MESH"	0.010752688172043	1	820.375	0.406926041465517	1.01885820526487	0.349480968858131	-3.32734165208103	131	3
"antibodies monoclonal humanized"	"MESH"	0.010752688172043	1	0	0.383885605688572	0.520372995777007	0.0870588235294118	-8.72270478384899	230	7
"antibodies monoclonal humanized/administration & dosage"	"MESH"	0.010752688172043	1	188.25	0.30616499735222	0.84904850438739	0.213517877739331	15.8460230299144	33	2
"antibodies monoclonal humanized/adverse effects"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7	9
"antibodies monoclonal humanized/therapeutic use"	"MESH"	0.010752688172043	1	0	0.291576426805059	0.339619401754956	0.0495040369088812	-3.9143642200727	143	7
"antibodies monoclonal/adverse effects"	"MESH"	0.010752688172043	1	63.6527777777778	0.414840778320178	1.01885820526487	0.253179546328335	-4.00483504025976	146	3
"antineoplastic agents immunological/adverse effects"	"MESH"	0.075268817204301	7	7061.9	0.555145806890574	4.6042922007844	0.965013456362937	-10.3845590077811	249	3
"antineoplastic agents immunological/therapeutic use"	"MESH"	0.032258064516129	3	0	0.294673551694126	0.84904850438739	0.133148788927336	-6.50163031407349	179	1
"antineoplastic agents/adverse effects"	"MESH"	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	152	4
"APC"	"GENE"	0.021505376344086	2	3649.5	0.27794998980601	3.98136871449464	0.938223760092272	22.5790676362757	1	10
"apoptosis/drug effects"	"MESH"	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	151	4
"ARG1"	"GENE"	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	5	11
"arthritis/chemically induced"	"MESH"	0.010752688172043	1	234.514880952381	0.26493842552234	1.01885820526487	0.298223760092272	18.2813065497979	26	12
"axitinib/administration & dosage"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	43	6
"azoxymethane/adverse effects"	"MESH"	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	6	11
"b7-h1 antigen/antagonists & inhibitors"	"MESH"	0.032258064516129	3	1003.5	0.40855029394544	1.91650389239936	0.510649750096117	-0.687750805689292	115	3
"b7-h1 antigen/genetics"	"MESH"	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	16	10
"b7-h1 antigen/metabolism"	"MESH"	0.010752688172043	1	0	0.317045817811032	0.84904850438739	0.133148788927336	-0.116108510005873	114	2
"beclomethasone/adverse effects"	"MESH"	0.010752688172043	1	0	0.396650996790932	0.690182696654485	0.105836216839677	-7.41476658848726	191	1
"bevacizumab/administration & dosage"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	40	6
"biological products/therapeutic use"	"MESH"	0.010752688172043	1	0	0.388668711820962	0.509429102632434	0.0802306805074971	-7.82249008595613	195	-1
"biomarkers/analysis"	"MESH"	0.010752688172043	1	142.485714285714	0.402917450915741	3.19884522667405	0.640123029603998	-6.80193787140995	186	4
"biomarkers/metabolism"	"MESH"	0.010752688172043	1	0	0.305991562970493	0.509429102632434	0.0802306805074971	0.728045376685785	105	3
"BTLA"	"GENE"	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	86	12
"butyrates/metabolism"	"MESH"	0.010752688172043	1	0	0.381355099216214	0.169809700877478	0.0119492502883506	-8.3815405469254	203	-1
"carcinoma non-small-cell lung"	"MESH"	0.010752688172043	1	0	0.381833928311698	0.339619401754956	0.0495040369088812	-8.58456322914871	219	7
"carcinoma non-small-cell lung/complications"	"MESH"	0.010752688172043	1	708.401785714286	0.353705714573354	1.18866790614235	0.366874279123414	10.0393502556392	63	2
"carcinoma non-small-cell lung/drug therapy"	"MESH"	0.021505376344086	2	2676.66666666667	0.425947109785595	0.520372995777007	0.187450980392157	-1.17124415774198	117	6
"carcinoma renal cell/drug therapy"	"MESH"	0.021505376344086	2	273.125	0.329828552823896	2.96251050922977	0.711956939638601	12.586536894558	48	6
"CD274"	"GENE"	0.161290322580645	15	471	0.419849535618271	2.64177930957608	0.677816224529027	0.125180683441525	107	3
"CD28"	"GENE"	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	83	12
"CD4"	"GENE"	0.021505376344086	2	412.225	0.322394168196949	2.20015149229959	0.59921568627451	9.15933349196857	72	13
"CD68"	"GENE"	0.021505376344086	2	412.225	0.322394168196949	2.20015149229959	0.59921568627451	9.15933349196857	71	13
"cd8-positive t-lymphocytes"	"MESH"	0.010752688172043	1	0	0.381833928311698	0.339619401754956	0.0495040369088812	-8.58456322914871	220	7
"cd8-positive t-lymphocytes/cytology"	"MESH"	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	130	8
"cd8-positive t-lymphocytes/drug effects"	"MESH"	0.021505376344086	2	61.2666666666667	0.303617424602618	3.1897472921677	0.58316032295271	8.08422101729129	74	13
"cd8-positive t-lymphocytes/immunology"	"MESH"	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	53	11
"CD8A"	"GENE"	0.053763440860215	5	0	0.277601706466031	2.076824980338	0.322629757785467	10.1110556006834	62	13
"cell line tumor"	"MESH"	0.021505376344086	2	766	0.246565248658253	3.4719396118622	0.825528642829681	17.4206875631927	30	11
"chemical and drug induced liver injury/diagnosis"	"MESH"	0.010752688172043	1	0	0.381355099216214	0.169809700877478	0.0119492502883506	-8.3815405469254	202	-1
"chemokines/metabolism"	"MESH"	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	121	8
"CHI3L1"	"GENE"	0.010752688172043	1	234.514880952381	0.26493842552234	1.01885820526487	0.298223760092272	18.2813065497979	27	12
"class i phosphatidylinositol 3-kinases/antagonists & inhibitors"	"MESH"	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	160	4
"clostridium infections/chemically induced"	"MESH"	0.010752688172043	1	0	0.38278646728916	0.679238803509912	0.10242214532872	-8.85668561144005	235	1
"colitis"	"MESH"	0.043010752688172	4	2794.5	0.48825573177101	2.50167858934444	0.730795847750865	-8.28496762133165	200	7
"colitis collagenous/drug therapy"	"MESH"	0.010752688172043	1	0	0.2952957381676	0.509429102632434	0.0802306805074971	3.11325557789038	97	2
"colitis microscopic/chemically induced"	"MESH"	0.021505376344086	2	134.5	0.42207585672639	0.585174696945077	0.139377162629758	-8.74949940177683	231	-1
"colitis ulcerative"	"MESH"	0.010752688172043	1	0	0.381357989302329	0.169809700877478	0.0119492502883506	-8.39117503518377	206	-1
"colitis ulcerative/chemically induced"	"MESH"	0.010752688172043	1	0	0.384985304591464	1.18866790614235	0.19118800461361	-8.59241569319228	222	3
"colitis ulcerative/drug therapy"	"MESH"	0.021505376344086	2	751.5	0.293826293180944	0.679238803509912	0.19838523644752	-7.6590820516937	193	14
"colitis ulcerative/immunology"	"MESH"	0.021505376344086	2	61.2666666666667	0.303617424602618	3.1897472921677	0.58316032295271	8.08422101729129	75	13
"colitis ulcerative/physiopathology"	"MESH"	0.010752688172043	1	0	0.237490073706234	0.339619401754956	0.0495040369088812	-5.42938027828002	167	1
"colitis/chemically induced"	"MESH"	0.741935483870968	69	32065.5	0.557014238385161	4.9988281199572	0.988235294117647	-11.0301233943529	253	-1
"colitis/diagnosis"	"MESH"	0.021505376344086	2	60	0.334963893762607	1.18866790614235	0.266974240676663	-2.08463240019036	119	2
"colitis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	6	5
"colitis/drug therapy"	"MESH"	0.032258064516129	3	143	0.312538140896341	2.88676491491713	0.622560553633218	-3.35076215402916	135	8
"colitis/epidemiology"	"MESH"	0.010752688172043	1	0	0.360990536900771	0.509429102632434	0.0802306805074971	-1.5680767466333	118	3
"colitis/etiology"	"MESH"	0.021505376344086	2	3381.5	0.331745949464557	2.20752611140721	0.720461361014994	5.71017768205255	81	11
"colitis/therapy"	"MESH"	0.010752688172043	1	0	0.381693030472551	0.339619401754956	0.0495040369088812	-8.48752322220731	215	-1
"colon/chemistry"	"MESH"	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	158	4
"colon/diagnostic imaging"	"MESH"	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	138	7
"colon/drug effects"	"MESH"	0.032258064516129	3	865.538888888889	0.3203718614157	3.1358894841442	0.830849673202614	10.0196200723083	67	13
"colon/immunology"	"MESH"	0.021505376344086	2	0.5	0.421401111204731	0.754984397822555	0.108512110726644	-9.05259586616863	239	1
"colonic neoplasms/drug therapy"	"MESH"	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	3	11
"colorectal neoplasms/drug therapy"	"MESH"	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	21	10
"crohn disease/drug therapy"	"MESH"	0.010752688172043	1	998	0.38519905724568	0.339619401754956	0.101683967704729	-9.9361572636201	247	-1
"crohn disease/immunology"	"MESH"	0.010752688172043	1	0	0.271026809525815	1.35847760701982	0.215086505190311	10.6374701144874	60	13
"crohn disease/physiopathology"	"MESH"	0.010752688172043	1	0	0.237490073706234	0.339619401754956	0.0495040369088812	-5.42938027828002	168	1
"CRP"	"GENE"	0.010752688172043	1	708.401785714286	0.353705714573354	1.18866790614235	0.366874279123414	10.0393502556392	65	2
"CSF2"	"GENE"	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	92	12
"ctla-4 antigen/antagonists & inhibitors"	"MESH"	0.032258064516129	3	1184.71111111111	0.450011022039758	2.73840398522122	0.820607458669742	-4.92092496693007	163	3
"ctla-4 antigen/immunology"	"MESH"	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	124	8
"CTLA4"	"GENE"	0.129032258064516	12	1039	0.41985697913095	3.47245798616776	0.866589773164168	0.0404147424443596	111	3
"CXCL10"	"GENE"	0.010752688172043	1	0	0.355134754389975	1.01885820526487	0.172410611303345	-6.56906887632758	183	7
"CXCL8"	"GENE"	0.010752688172043	1	234.514880952381	0.26493842552234	1.01885820526487	0.298223760092272	18.2813065497979	28	12
"CXCL9"	"GENE"	0.010752688172043	1	0	0.355134754389975	1.01885820526487	0.172410611303345	-6.56906887632758	182	7
"cytomegalovirus infections/complications"	"MESH"	0.010752688172043	1	0	0.381357989302329	0.169809700877478	0.0119492502883506	-8.39117503518377	205	-1
"cytomegalovirus infections/diagnosis"	"MESH"	0.010752688172043	1	0	0.380481251103793	0.169809700877478	0.0119492502883506	-7.96962509193747	198	-1
"cytotoxicity immunologic"	"MESH"	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	54	11
"dermatitis"	"MESH"	0.010752688172043	1	0	0.355134754389975	1.01885820526487	0.172410611303345	-6.56906887632758	181	7
"dextran sulfate/adverse effects"	"MESH"	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	9	11
"diabetes mellitus type 1/chemically induced"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	39	6
"diarrhea"	"MESH"	0.021505376344086	2	0	0.432887049137734	1.34015909476763	0.192895040369089	-8.67973778966799	227	7
"diarrhea/chemically induced"	"MESH"	0.150537634408602	14	5478.27857142857	0.539914945773741	2.76301147172498	0.884567474048443	-10.2919842434836	248	1
"diarrhea/therapy"	"MESH"	0.010752688172043	1	77.45	0.391184786462419	0.509429102632434	0.122875816993464	-7.94187463095341	197	8
"disease progression"	"MESH"	0.010752688172043	1	246.416666666667	0.386656510620683	1.01885820526487	0.304436755094195	-9.48468833585284	242	1
"disease susceptibility"	"MESH"	0.010752688172043	1	67.3333333333333	0.388170226304072	0.509429102632434	0.121430219146482	-9.45638343233258	240	2
"dose-response relationship drug"	"MESH"	0.021505376344086	2	207	0.34206780807242	1.01885820526487	0.278031526336025	7.57473358689567	76	2
"drug resistance/immunology"	"MESH"	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	140	7
"drug synergism"	"MESH"	0.021505376344086	2	766	0.246565248658253	3.4719396118622	0.825528642829681	17.4206875631927	31	11
"drug-related side effects and adverse reactions"	"MESH"	0.021505376344086	2	2826.1	0.405999125662436	1.5282873078973	0.492933487120338	-0.896141176352434	116	2
"drug-related side effects and adverse reactions/diagnosis"	"MESH"	0.010752688172043	1	0	0.381334325088198	0.339619401754956	0.0495040369088812	-8.24983960027208	199	-1
"drug-related side effects and adverse reactions/prevention & control"	"MESH"	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	51	11
"drugs investigational/administration & dosage"	"MESH"	0.010752688172043	1	188.25	0.30616499735222	0.84904850438739	0.213517877739331	15.8460230299144	34	2
"dysbiosis/etiology"	"MESH"	0.010752688172043	1	820.375	0.406926041465517	1.01885820526487	0.349480968858131	-3.32734165208103	133	3
"encephalitis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	10	5
"endometrial neoplasms/drug therapy"	"MESH"	0.010752688172043	1	0	0.383885605688572	0.520372995777007	0.0870588235294118	-8.72270478384899	229	7
"enterocolitis/chemically induced"	"MESH"	0.021505376344086	2	502.833333333333	0.295242265301917	1.18866790614235	0.356539792387543	-6.89066972301344	187	1
"escherichia coli infections/drug therapy"	"MESH"	0.010752688172043	1	0	0.38278646728916	0.679238803509912	0.10242214532872	-8.85668561144005	233	1
"esophagitis"	"MESH"	0.010752688172043	1	0	0.381833928311698	0.339619401754956	0.0495040369088812	-8.58456322914871	221	7
"exanthema/chemically induced"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	38	6
"fatigue/chemically induced"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	45	6
"feces"	"MESH"	0.010752688172043	1	285.516666666667	0.403394921018897	0.509429102632434	0.143114186851211	-3.94676901655992	145	2
"feces/chemistry"	"MESH"	0.010752688172043	1	15.4857142857143	0.395203367762973	0.84904850438739	0.141545559400231	-7.22048274751933	190	1
"gastritis/chemically induced"	"MESH"	0.0106382978723404	1	0	0.382949954318277	0.180753594022051	0.0187773933102653	-8.39360341512398	209	-1
"gastritis/complications"	"MESH"	0.010752688172043	1	246.416666666667	0.386656510620683	1.01885820526487	0.304436755094195	-9.48468833585284	243	1
"gastrointestinal neoplasms/drug therapy"	"MESH"	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	87	12
"gastrointestinal tract/metabolism"	"MESH"	0.010752688172043	1	0	0.317045817811032	0.84904850438739	0.133148788927336	-0.116108510005873	113	2
"gene expression regulation neoplastic"	"MESH"	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	18	10
"gene expression regulation/genetics"	"MESH"	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	125	8
"gentian violet"	"MESH"	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2	-1
"glucocorticoids"	"MESH"	0.010752688172043	1	234.514880952381	0.26493842552234	1.01885820526487	0.298223760092272	18.2813065497979	25	12
"glucocorticoids/pharmacology"	"MESH"	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	141	7
"glucocorticoids/therapeutic use"	"MESH"	0.010752688172043	1	246.416666666667	0.386656510620683	1.01885820526487	0.304436755094195	-9.48468833585284	244	1
"glycoproteins/metabolism"	"MESH"	0.010752688172043	1	0	0.305991562970493	0.509429102632434	0.0802306805074971	0.728045376685785	106	3
"graft vs host disease/immunology"	"MESH"	0.010752688172043	1	0	0.271026809525815	1.35847760701982	0.215086505190311	10.6374701144874	59	13
"growth inhibitors/therapeutic use"	"MESH"	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	52	11
"hashimoto disease/chemically induced"	"MESH"	0.010752688172043	1	0	0.384985304591464	1.18866790614235	0.19118800461361	-8.59241569319228	226	3
"HAVCR2"	"GENE"	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	84	12
"hepatitis autoimmune/etiology"	"MESH"	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	36	6
"hepatitis/diagnosis"	"MESH"	0.010752688172043	1	0	0.381355099216214	0.169809700877478	0.0119492502883506	-8.3815405469254	204	-1
"hepatitis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	5	5
"host microbial interactions/drug effects"	"MESH"	0.010752688172043	1	820.375	0.406926041465517	1.01885820526487	0.349480968858131	-3.32734165208103	132	3
"ht29 cells"	"MESH"	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	14	10
